"Submission Id","Fieldworker Name","Fieldworker Id","Handset Asset Code","Handset Identifier","Received","Start","End","Duration (seconds)","Latitude","Longitude","Language","Survey Version","Modified By","Modified On","Complete","Household Study ID","D0","D1","D2","D2a","D3","D4","D4a","D5","D6_Beans","D6_Beef","D6_Cabbage","D6_Cassava","D6_Chapati","D6_Chicken","D6_Fish","D6_French beans","D6_Githeri","D6_Green grams","D6_Kale/Sukuma wiki","D6_Liver","D6_Managu","D6_Mandazi","D6_Matoke","D6_Matumbo","D6_Milk","D6_Mokimo","D6_Mutton","D6_Nderema","D6_Peas","D6_Pork","D6_Potatoes","D6_Pumpkin","D6_Rice","D6_Saga","D6_Sweet potatoes","D6_Tea","D6_Terere","D6_Ugali","D6_Uji","D6_Yams","D6_Other, specify","D6a","D7","D8_Electric stove","D8_Kerosene stove","D8_Cooking gas/LPG stove","D8_Traditional solid fuel stove (non-manufactured)","D8_Manufactured solid fuel stove","D8_Three stone stove/open fire","D8_Other, specify","D8a","D9_Charcoal unprocessed","D9_Charcoal briquettes/pellets","D9_Wood","D9_Agricultural or crop residue/grass/","D9_straw/shrubs/corn cobs","D9_Animal waste/dung","D9_Processed biomass pellets/briquettes","D9_Woodchips","D9_Garbage/plastic","D9_Sawdust","D9_LPG","D9_Kerosene","D9_Electricity","D9_Other, specify","D9a","D10","D10-1","D10-2","D10-3","D11_Beans","D11_Beef","D11_Cabbage","D11_Cassava","D11_Chapati","D11_Chicken","D11_Fish","D11_French beans","D11_Githeri","D11_Green grams","D11_Kale/Sukuma wiki","D11_Liver","D11_Managu","D11_Mandazi","D11_Matoke","D11_Matumbo","D11_Milk","D11_Mokimo","D11_Mutton","D11_Nderema","D11_Peas","D11_Pork","D11_Potatoes","D11_Pumpkin","D11_Rice","D11_Saga","D11_Sweet potatoes","D11_Tea","D11_Terere","D11_Ugali","D11_Uji","D11_Yams","D11_Other, specify","D11a","D12","D13","D13a","D13-1","D13-1a","D14","KeroseneLamp","D15","E1","E2_Monitor could not be worn during entire 24 hours (excluding showering/sleeping)","E2_Monitor shut off before 24 hrs","E2_Monitor noise became louder","E2_Other, specify","E2a","Unable to Wear","UnwearableLocation_Out in public","UnwearableLocation_At work","UnwearableLocation_In the household (during chores/activities)","UnwearableLocation_Other (specify)___","E2b","WhyUnable_Did not want to draw attention to myself","WhyUnable_Too hot to wear outdoors","WhyUnable_Monitor gets in the way of my activities","WhyUnable_Other (specify)___","SpecifyWhy","E3","E3-1","E4","E5","E6","E7","F1","F2_Monitor could not be worn during entire 24 hours (excluding showering/sleeping)","F2_Monitor shut off before 24 hrs","F2_Monitor noise became louder","F2_Other, specify","ChildCompliance","WhereUnable_Out in public","WhereUnable_At school/playground","WhereUnable_In the household","WhereUnable_Other (specify)___","SpecifyWhere","WhyChildUnable_Did not want to draw attention to child","WhyChildUnable_Too hot to wear outdoors","WhyChildUnable_Monitor gets in the way when playing","WhyChildUnable_Did not want child to damage monitor","WhyChildUnable_Monitor too heavy","WhyChildUnable_Monitor noise too loud","WhyChildUnable_7. Other (specify)___","SpecifyWhyChild","F3","F4","F5","F6","H1","H2","H3","H3-1","H5","H6","H7"
"838e2f20-27b9-4e39-8b25-337c1e246344","Sharon Cherono","e9a987dd-9188-4242-a9c1-b08d5007d5bc","GEN-wJmkej1SfEah4JvA","353468102895424","7-2-2020 11:11:24","7-2-2020 14:02:31","7-2-2020 14:11:21","530","","","English","152","Sharon Cherono","7-2-2020 11:11:25","Yes","KE064-KE04","KE06 Sharon Cherono","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"01:00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Wood",,"Electricity (including solar panels)",,"Never","No",,,,,,"Yes","1","0","0","0",,"1","0","0","0",,"01:00","No, I was in the kitchen LESS often than a typical day","Never","Never","1-4 Times","Never","No",,,,,"Yes","0","1","0","0",,"1","0","0","0","0","0","0",,"00:10","Yes, the same amount as a typical day","Rarely","Never","Yes",,"No",,"Yes, the equipment may stay and field worker can return in 3 days","Other, specify","none"
"e23901ca-30bf-4e6a-af9b-820156404ba9","Seth  Owiti","d7a6aecc-4295-4228-9a53-1a98aa1c50b2","GEN-k-_GW6JiE0aeGxfe","353468102936574","30-1-2020 08:53:40","29-1-2020 12:06:49","29-1-2020 12:13:32","403","0.630460000000000","35.004228333333333","English","152","Seth  Owiti","30-1-2020 08:53:41","Yes","KE064-KE05","KE07 Seth Owiti","No",,,"Manufactured solid fuel stove","Wood",,"03:30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","N/A","Electricity (including solar panels)",,"Never","No",,,,,,"No",,,,,,,,,,,"03:30","Yes, the same amount as a typical day","Never","Never","Never","Never","No",,,,,"No",,,,,,,,,,,,,,"02:50","Yes, the same amount as a typical day","Usually","Never","Yes",,"No",,"Yes, the equipment may stay and field worker can return in 3 days","Other, specify","N/A"
"f70b6c81-6b9b-4c9f-9bc0-1f06a20cc7e1","Rachel  Samoei","288a0148-3c6a-4583-85e8-54829bdfccb7","GEN-Zuyk6agNj0KfcQR6","353468106845623","28-1-2020 18:28:03","16-1-2020 13:46:59","16-1-2020 13:53:04","365","","","English","152","Rachel  Samoei","28-1-2020 18:28:03","Yes","KE030-KE02","KE10 Rachel Samoei","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"06:00","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","none","Electricity (including solar panels)",,"Never","No",,,,,,"No",,,,,,,,,,,"06:00","No, I was in the kitchen MORE often than a typical day","Never","Never","Never","Never","No",,,,,"No",,,,,,,,,,,,,,"04:00","Yes, the same amount as a typical day","Sometimes","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","none"
"b347d8c2-c29a-49c2-9722-c2dd37d36064","Rachel  Samoei","288a0148-3c6a-4583-85e8-54829bdfccb7","GEN-Zuyk6agNj0KfcQR6","353468106845623","28-1-2020 18:28:02","24-1-2020 13:45:32","24-1-2020 13:50:11","279","","","English","152","Rachel  Samoei","28-1-2020 18:28:02","Yes","KE004-KE01","KE10 Rachel Samoei","No",,,"Traditional solid fuel stove (non-manufactured)","Agricultural or crop residue/grass/",,"03:00","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","none","Candle",,"Never","No",,,,,,"No",,,,,,,,,,,"03:00","Yes, the same amount as a typical day","Never","Never","Never","Never","No",,,,,"No",,,,,,,,,,,,,,"01:30","Yes, the same amount as a typical day","Sometimes","Never","No","Other, specify","Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","no "
"4f9ee8d6-0fe7-4edb-a6d7-8509a073356c","Rachel  Samoei","288a0148-3c6a-4583-85e8-54829bdfccb7","GEN-Zuyk6agNj0KfcQR6","353468106845623","28-1-2020 18:28:01","28-1-2020 11:22:18","28-1-2020 11:29:38","440","","","English","152","Rachel  Samoei","28-1-2020 18:28:01","Yes","KE163-KE03","KE09 Joseck Erambo","No",,,"Cooking gas/LPG stove",,,"02:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","none","Electricity (including solar panels)",,"Never","No",,,,,,"No",,,,,,,,,,,"02:00","Yes, the same amount as a typical day","Never","Never","Never","Never","No",,,,,"No",,,,,,,,,,,,,,"01:00","Yes, the same amount as a typical day","Sometimes","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","no "
"bc63c59f-a539-4618-9b45-04ef5db15225","Marylydia Kiano","3d528bef-9584-4ad2-bb7d-4968d9b511fd","GEN-Wa7xw5FeY0StA4ux","353566100748824","28-1-2020 14:09:58","24-1-2020 13:18:56","24-1-2020 13:26:58","482","","","English","152","Marylydia Kiano","28-1-2020 14:09:59","Yes","KE208-KE002","KE08 Ruth Jepchirchir","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"01:30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,"Yes","0","0","0","0","1","0","0",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0",,"03:00","Yes, the same amount as a typical day","00:00","00:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"No",,,"Other, specify","none","Solar-powered lantern or flashlight",,"Never","No",,,,,,"No",,,,,,,,,,,"01:30","Yes, the same amount as a typical day","Never","Never","1-4 Times","1-4 Times","No",,,,,"Yes","0","1","0","0",,"1","0","0","0","0","0","0",,"00:10","Yes, the same amount as a typical day","Rarely","1-4 Times","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","none"
"331f9d33-4095-47ea-8877-429785dd72ca","Marylydia Kiano","3d528bef-9584-4ad2-bb7d-4968d9b511fd","GEN-Wa7xw5FeY0StA4ux","353566100748824","28-1-2020 14:09:57","23-1-2020 15:17:47","23-1-2020 15:26:15","508","","","English","152","Marylydia Kiano","28-1-2020 14:09:58","Yes","KE238-KE004","KE06 Sharon Cherono","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"02:00","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","eggs","Yes","0","0","1","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","1","0","0","0",,"00:20","Yes, the same amount as a typical day","00:00","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",,"No",,,"Other, specify","none","Solar-powered lantern or flashlight",,"Never","No",,,,,,"No",,,,,,,,,,,"02:00","Yes, the same amount as a typical day","Never","Never","1-4 Times","1-4 Times","No",,,,,"Yes","0","1","0","0",,"1","0","0","0","0","0","0",,"00:30","Yes, the same amount as a typical day","Sometimes","1-4 Times","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","none"
"b05db44c-5bcd-4b5e-9f6f-63826e1e7b29","Joan Chepng'eno","12ee5764-3e59-4abf-903a-f41f44055201","GEN-xbsVtf-PbkS95pk7","353468103074771","24-1-2020 12:04:12","24-1-2020 03:27:10","24-1-2020 03:35:36","506","0.440030000000000","35.317138333333333","English","152","Joan Chepng'eno","24-1-2020 12:04:13","Yes","KE136-KE04","KE03 Joan Chepng'eno","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"02:30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","pancakes pasta","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Wood",,"Electricity (including solar panels)",,"Never","No",,,,,,"No",,,,,,,,,,,"02:30","Yes, the same amount as a typical day","Never","Never","Never","Never","No",,,,,"Yes","0","1","1","0",,"1","0","0","0","0","0","0",,"00:00","No, they were in the kitchen when I was cooking LESS often than a typical day","Rarely","1-4 Times","Yes",,"No",,"Yes, the equipment may stay and field worker can return in 3 days","Other, specify","no"
"6e65f2f4-6729-488f-89cc-fcde7de8a75c","Sharon Cherono","e9a987dd-9188-4242-a9c1-b08d5007d5bc","GEN-wJmkej1SfEah4JvA","353468102895424","24-1-2020 11:28:02","24-1-2020 14:21:27","24-1-2020 14:28:00","393","","","English","152","Sharon Cherono","24-1-2020 11:28:03","Yes","KE05-002","KE06 Sharon Cherono","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"01:30","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","none","Solar-powered lantern or flashlight",,"Never","No",,,,,,"Yes","1","0","0","0",,"1","0","0","0",,"01:30","Yes, the same amount as a typical day","Never","Never","1-4 Times","Never","No",,,,,"Yes","0","0","0","1","she did not wear it completely","0","0","0","0","1","0","0",,"00:30","Yes, the same amount as a typical day","Sometimes","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","none"
"f1194a0b-bce8-42b6-83d2-109abdb07437","Joseck Erambo","4b98e8d7-706d-46f6-84ef-d39f28b64c4b","GEN-yGv-ZzVryUOgFVxn","359218092520795","23-1-2020 11:51:12","23-1-2020 14:45:29","23-1-2020 14:51:10","341","","","English","152","Joseck Erambo","23-1-2020 11:51:13","Yes","KE242-KE04","KE09 Joseck Erambo","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"03:00","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","Kunde","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","N/A","Kerosene or paraffin lamp","03:00","Never","No",,,,,,"No",,,,,,,,,,,"02:30","Yes, the same amount as a typical day","Never","Never","1-4 Times","Never","No",,,,,"No",,,,,,,,,,,,,,"02:00","Yes, the same amount as a typical day","Usually","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","ECM was switched off about two hours before time"
"f6f6e4c7-0f3e-4927-bc49-270aa00de8c3","Joseck Erambo","4b98e8d7-706d-46f6-84ef-d39f28b64c4b","GEN-yGv-ZzVryUOgFVxn","359218092520795","23-1-2020 11:30:06","23-1-2020 14:23:28","23-1-2020 14:30:04","396","","","English","152","Joseck Erambo","23-1-2020 11:30:06","Yes","KE067-KE010","KE09 Joseck Erambo","No",,,"Traditional solid fuel stove (non-manufactured)","Wood",,"02:00","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","N/A","Solar-powered lantern or flashlight",,"Never","No",,,,,,"No",,,,,,,,,,,"02:00","Yes, the same amount as a typical day","Never","Never","1-4 Times","Never","No",,,,,"No",,,,,,,,,,,,,,"01:00","Yes, the same amount as a typical day","Usually","Never","Yes",,"No",,"Yes, the equipment may stay and field worker can return in 3 days","Other, specify","N/A"
"59444522-5d3e-42dd-9728-addb67501c09","Mondesta Malemo","54fbeb61-1335-4b5a-b6ca-983c9ea8b203","GEN-c7KoC-G6ZkivXnjT","353468102989789","22-1-2020 07:23:22","20-12-2019 13:28:42","20-12-2019 13:34:42","360","0.606446666666667","35.007925000000000","English","152","Mondesta Malemo","22-1-2020 07:23:22","Yes","KE089-KE010","KE12 Mondesta Malemo","No",,,"Traditional solid fuel stove (non-manufactured)","Woodchips",,"05:00","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Woodchips",,"Solar-powered lantern or flashlight",,"Never","No",,,,,,"No",,,,,,,,,,,"05:00","Yes, the same amount as a typical day","Never","Never","1-4 Times","1-4 Times","Yes","0","1","0","0","No",,,,,,,,,,,,,,"05:00","Yes, the same amount as a typical day","Always","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","was ok"
"333f5a54-fe4f-4f83-a4c0-a6f4765b8263","Seth  Owiti","d7a6aecc-4295-4228-9a53-1a98aa1c50b2","GEN-k-_GW6JiE0aeGxfe","353468102936574","17-1-2020 05:32:25","16-1-2020 14:29:33","16-1-2020 14:35:19","346","","","English","152","Seth  Owiti","17-1-2020 05:32:25","Yes","KE036-KE01","KE07 Seth Owiti","No",,,"Manufactured solid fuel stove","Wood",,"04:30","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,"Other, specify","N/A","Electricity (including solar panels)",,"Never","No",,,,,,"No",,,,,,,,,,,"04:00","Yes, the same amount as a typical day","Never","Never","1-4 Times","Never","No",,,,,"No",,,,,,,,,,,,,,"03:30","Yes, the same amount as a typical day","Usually","Never","Yes",,"Yes","No","Yes, the equipment may stay and field worker can return in 3 days","Other, specify","N/A"
